-79,22
-78.5,22
-77.5,22
-76.5,22
-75.5,22
-74.5,22
-73.5,22
-72,22
-70.5,22
-69.5,22
-68.5,22
-67.5,23
-66,23
-64.5,23
-63.5,23
-62.5,23
-61.5,23
-60,23
-58.5,24
-57.5,24
-56.5,24
-55.5,24
-54,25
-52.5,25
-51.5,27
-50.5,81
-49.5,81
-48.5,81
-47.5,81
-46.5,81
-45,81
-44,82
-42.5,82
-41.5,82
-40.5,82
-39.5,82
-38,82
-36.5,82
-35.5,53
-34.5,52
-33.5,51
-32.5,50
-31.5,50
-29.5,50
-28.5,50
-27.5,50
-26.5,50
-25.5,50
-24.5,53
-23.5,48
-22,48
-20.5,47
-19.5,47
-18.5,47
-17.5,46
-16.5,46
-15.5,46
-14,46
-12.5,46
-11.5,46
-10.5,45
-9.5,45
-8.5,45
-7.5,45
-6,45
-4.5,45
-3.5,45
-2.5,45
-1.5,45
-0,45
0.5,45
2,45
3,44
4.5,44
5.5,44
6.5,44
7.5,44
8.5,44
10,44
11.5,44
12.5,44
13.5,44
14.5,44
15.5,44
17,44
18.5,44
19.5,44
20.5,44
21.5,45
22.5,45
23.5,45
24.5,45
25.5,45
26.5,45
28,45
29,45
30,45
31.5,45
32.5,45
33.5,45
34.5,46
35.5,46
37,46
38,46
39.5,46
40.5,46
41.5,47
42.5,47
43.5,47
44.5,48
45.5,48
46.5,48
47.5,48
49,48
50,48
51,49
52.5,49
53.5,49
54.5,49
55.5,50
56.5,51
57.5,52
58.5,53
59.5,78
60.5,78
61.5,78
62.5,78
63.5,78
64.5,78
65.5,78
66.5,24
67.5,23
68.5,23
69.5,23
70.5,23
71.5,22
72.5,22
73.5,22
74.5,22
75,22
75.5,22
76.5,22
77.5,22
78.5,22
79.5,22
80,22
