-76,17
-75,17
-73,17
-70.5,17
-67.5,17
-64.5,17
-61,18
-58.5,21
-54.5,21
-51.5,22
-49,22
-47,41
-45.5,130
-44,130
-42.5,41
-41.5,41
-40.5,42
-39,23
-37,42
-35.5,42
-33,41
-31,41
-29,24
-27,24
-24.5,38
-22,37
-20,37
-18,37
-15.5,37
-13,36
-11,36
-9,36
-7,35
-5.5,35
-4,35
-2,35
-0.5,35
1,35
3,35
5.5,35
8,35
10,35
12,35
14,35
16,35
18.5,35
20.5,35
22.5,35
24,35
26,35
27.5,35
29.5,35
31,35
33,35
34.5,35
36.5,35
38,36
40,36
42,36
45,36
47,37
49,37
51,37
53,37
55,38
57,39
59,39
61,40
63,99
64.5,99
66.5,98
68,97
70,96
