-75,21
-74.5,21
-74,21
-73.5,21
-73,21
-72.5,21
-71.5,21
-71,21
-70.5,21
-69.5,21
-69,21
-68.5,21
-67.5,21
-66.5,21
-66,21
-65.5,21
-65,21
-64.5,21
-63.5,21
-62.5,21
-61.5,21
-61,21
-60.5,21
-59.5,20
-59,20
-58.5,20
-57.5,20
-57,20
-56,20
-55.5,20
-54.5,20
-53.5,20
-53,20
-52.5,20
-51.5,20
-51,20
-50.5,20
-49.5,20
-49,20
-48.5,20
-47.5,20
-47,20
-46.5,20
-45.5,20
-45,20
-44.5,20
-43.5,20
-42.5,20
-42,21
-41.5,21
-40.5,21
-39.5,21
-39,21
-38.5,21
-37.5,21
-37,21
-36.5,21
-35.5,21
-35,21
-34.5,21
-33.5,21
-33,21
-32.5,21
-31.5,21
-31,21
-30.5,21
-29.5,22
-29,22
-28,21
-27.5,21
-27,22
-26,22
-25.5,22
-25,22
-24,22
-23.5,22
-23,22
-22,22
-21.5,22
-20.5,22
-20,22
-19.5,22
-18.5,22
-18,22
-17.5,22
-16.5,22
-16,22
-15.5,22
-14.5,22
-13.5,23
-13,23
-12.5,23
-11.5,23
-11,23
-10.5,24
-9.5,24
-9,45
-8.5,45
-7.5,45
-7,45
-6.5,45
-5.5,45
-5,45
-4.5,45
-3.5,45
-3,45
-2.5,42
-1.5,42
-1,42
-0.5,42
0.5,42
1,41
1.5,41
2,41
3,41
3.5,41
4,41
4.5,41
5.5,40
6,40
6.5,40
7.5,40
8,40
8.5,40
9.5,40
10,39
10.5,39
11.5,39
12,39
13,39
13.5,39
14,39
15,39
15.5,40
16.5,40
17,39
17.5,39
18,39
18.5,39
19.5,39
20,39
21,39
21.5,39
22,38
22.5,38
23,39
23.5,38
24.5,38
25,39
25.5,39
26.5,39
27,39
27.5,39
28.5,38
29,38
29.5,38
30.5,38
31,38
31.5,38
32.5,38
33,38
33.5,38
34,38
34.5,38
35,38
36,38
36.5,38
37,38
37.5,38
38.5,38
39,38
39.5,38
40.5,38
41,38
41.5,38
42.5,38
43,38
43.5,38
44,38
44.5,38
45,38
45.5,38
46.5,38
47,38
47.5,38
48,38
48.5,38
49,38
49.5,38
50.5,38
51,38
51.5,38
52.5,38
53,38
53.5,38
54,38
54.5,38
55,38
55.5,38
56.5,38
57,38
57.5,39
58.5,39
59,39
59.5,39
60.5,39
61,39
61.5,38
62.5,38
63,38
63.5,38
64.5,38
65,38
65.5,38
66,38
66.5,39
67,39
67.5,40
68.5,40
69,40
69.5,40
70.5,40
71,39
71.5,33
72.5,33
73,31
73.5,31
74.5,30
75,30
