-80,20
-79.5,20
-78.5,20
-78,20
-77,20
-76.5,20
-75.5,20
-75,20
-74.5,20
-74,20
-73.5,20
-72.5,20
-72,20
-71.5,20
-71,20
-70.5,20
-70,20
-69.5,20
-69,21
-68.5,21
-67.5,20
-67,20
-66.5,20
-65.5,20
-64.5,20
-64,20
-63.5,20
-62.5,20
-62,20
-61,20
-60.5,20
-59.5,20
-58.5,20
-58,20
-57.5,20
-56.5,20
-56,20
-55.5,20
-54.5,20
-53.5,20
-53,20
-52,20
-51.5,20
-50.5,20
-50,20
-49.5,20
-48.5,20
-48,20
-47.5,20
-46.5,21
-46,21
-45.5,21
-44.5,21
-44,21
-43.5,21
-42.5,21
-41.5,21
-41,21
-40.5,21
-39.5,21
-38.5,21
-38,21
-37.5,21
-36.5,21
-36,21
-35.5,21
-34.5,21
-34,21
-33.5,21
-32.5,21
-31.5,21
-30.5,21
-30,21
-29.5,21
-28.5,21
-28,22
-27.5,22
-26.5,22
-26,22
-25.5,22
-24.5,22
-24,22
-23.5,22
-22.5,22
-22,22
-21.5,22
-20.5,22
-20,22
-19.5,22
-18.5,22
-17.5,22
-17,22
-16.5,23
-15.5,23
-14.5,23
-14,23
-13.5,23
-12.5,24
-12,27
-11.5,28
-10.5,29
-10,29
-9.5,29
-8.5,27
-8,27
-7.5,26
-6.5,26
-6,27
-5.5,28
-4.5,28
-4,27
-3,25
-2.5,25
-1.5,25
-1,26
-0.5,27
0.5,27
1,27
1.5,26
2.5,25
3,25
3.5,25
4.5,25
5,26
5.5,26
6.5,25
7,25
7.5,25
8.5,25
9.5,25
10,25
10.5,25
11.5,25
12,25
12.5,25
13.5,25
14,25
14.5,25
15.5,25
16,24
16.5,24
17.5,24
18,24
18.5,24
19.5,24
20,24
20.5,24
21.5,24
22,24
22.5,24
23.5,25
24,24
24.5,24
25,24
25.5,24
26,24
26.5,24
27.5,24
28,24
28.5,24
29.5,24
30,24
30.5,24
31.5,24
32,24
32.5,24
33.5,24
34,24
34.5,24
35.5,24
36,24
36.5,24
37.5,24
38,24
38.5,24
39,24
40,24
40.5,24
41,24
42,24
42.5,24
43.5,24
44,24
44.5,24
45.5,24
46,24
46.5,24
47.5,24
48,24
48.5,24
49,24
49.5,24
50,24
50.5,24
51.5,25
52,25
52.5,25
53,25
53.5,25
54,25
55,25
55.5,25
56,25
56.5,25
57.5,25
58,25
58.5,25
59,25
59.5,25
60,25
60.5,25
61.5,25
62,25
62.5,25
63.5,25
64,25
64.5,26
65,26
65.5,26
66,26
66.5,26
67.5,26
68,26
69,26
69.5,25
70,26
70.5,26
71.5,27
72,28
72.5,28
73,27
73.5,26
74,26
74.5,26
75,26
75.5,26
76,26
76.5,26
77,27
77.5,28
78,29.5
78.5,29
79,27.5
79.5,27
80,26
